Search_method Problem Max_evals Run Score
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 35 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 36 18006
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 37 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 38 18031
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 39 18023
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 40 18032
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 41 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 42 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 43 18014
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 44 18031
